address_street,city,state,county,violation_type,violation_subtype,status,date_opened,latitude,longitude
5 DAYTON ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-05-01T00:00:00.000,39.1180724688409,-84.5293497341778
3644 LACLEDE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Refer to Sanitation,2026-05-01T00:00:00.000,39.1123391210144,-84.5721252576182
553 CHANNING ST,Cincinnati,OH,Hamilton,Code Enforcement - Commercial Buildings,COMM CODE STANDARD,Intake - New Case,2026-05-01T00:00:00.000,39.1155303313097,-84.5043590701726
923 W NORTH BEND RD,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Closed,2026-05-01T00:00:00.000,39.200887889398,-84.5213543891016
16 CREST HILL AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-05-01T00:00:00.000,39.2049930277627,-84.458450833377
2228 RAVINE ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Reinspection,2026-05-01T00:00:00.000,39.1241416979027,-84.5255935965605
746 S FRED SHUTTLESWORTH CIR,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,TREE ON PRIV PROP STANDARD,Intake - New Case,2026-05-01T00:00:00.000,39.1517936032777,-84.4880464210651
824 YORK ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Litter,  private property",New,2026-05-01T00:00:00.000,39.1174184554388,-84.5279594532521
145 PARKWAY AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-01T00:00:00.000,39.2088628892752,-84.4699500716768
1128 ELBERON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-05-01T00:00:00.000,39.1128757433838,-84.5648331566222
2936 HENSHAW AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-01T00:00:00.000,39.1359292394779,-84.5357718494584
2531 WESTWOOD NORTHERN BLVD,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Orders Issued,2026-05-01T00:00:00.000,39.1480509732219,-84.5820519616731
6375 MEIS AV,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Commercial Uses,CONCENTRATED CODE,Orders Issued,2026-05-01T00:00:00.000,39.2084415017428,-84.553042167803
3341 MCHENRY AV,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Orders Issued,2026-05-01T00:00:00.000,39.1465486326664,-84.5722447913902
3936 BROTHERTON RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Citation Issued,2026-05-01T00:00:00.000,39.1532978127795,-84.4089913876301
745 KINGS RUN DR,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-01T00:00:00.000,39.1807925761359,-84.5182250978139
33 ANACONDA DR,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-01T00:00:00.000,39.1525294097995,-84.5805726405089
7135 EASTLAWN DR,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Closed,2026-05-01T00:00:00.000,39.1906713553653,-84.4571375775544
19 SUMMIT RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-05-01T00:00:00.000,39.2019989917508,-84.4592991899143
4715 GREEN GLEN LN,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-05-01T00:00:00.000,39.1231074648954,-84.5950535629894
1634 CREST HILL AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Litter,  private property",New,2026-05-01T00:00:00.000,39.2049712999696,-84.4582737372006
2311 NICHOLSON AV,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Orders Issued,2026-05-01T00:00:00.000,39.1463648881166,-84.5743802434031
646 NEAVE ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Intake - New Case,2026-05-01T00:00:00.000,39.1026820827409,-84.5528810755108
47 WINTON RD,Cincinnati,OH,Hamilton,Code Enforcement - Commercial Buildings,COMM CODE STANDARD,Intake - New Case,2026-05-01T00:00:00.000,39.1771104620169,-84.5189732317969
2215 VICTORY PKWY,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - Duplicate Complaint,2026-05-01T00:00:00.000,39.120795858969,-84.4851640924131
1 MULBERRY ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-05-01T00:00:00.000,39.115702234195,-84.5129799766509
23 BROKAW AV,Cincinnati,OH,Hamilton,Abandoned Vehicle Code Enforcement,JUNK VEH ON PRIVATE PROP,Notice of Violation,2026-05-01T00:00:00.000,39.151898432041,-84.5676371972513
1222 LOUDEN ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-01T00:00:00.000,39.110145538459,-84.496996823946
2412 FAIRVIEW AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-05-01T00:00:00.000,39.1270107839024,-84.5281549864077
1777 WESTWOOD AV,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Intake - New Case,2026-05-01T00:00:00.000,39.1250842752128,-84.5569057925688
84 VINE ST,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Commercial Uses,CONCENTRATED CODE,Intake - New Case,2026-05-01T00:00:00.000,39.2161455275917,-84.4735364493122
2493 WESTWOOD NORTHERN BLVD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Litter,  private property",New,2026-05-01T00:00:00.000,39.1470447638445,-84.5798142548862
316 W MCMICKEN AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-05-01T00:00:00.000,39.1208840374664,-84.5254645112771
2956 LINWOOD AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-05-01T00:00:00.000,39.1337065457416,-84.4347966910995
4477 34TH AV,Cincinnati,OH,Hamilton,Code Enforcement - Commercial Buildings,COMM CODE STANDARD,Orders Issued,2026-05-01T00:00:00.000,39.1574167566873,-84.4328919595778
34 BOUDINOT AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - Duplicate Complaint,2026-05-01T00:00:00.000,39.1515221323589,-84.6029161177919
1868 SECTION RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Citation Issued,2026-05-01T00:00:00.000,39.1974326950704,-84.4543682843527
2319 FOWLER ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-05-01T00:00:00.000,39.1235377167017,-84.4990060179871
2121 VINE ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Intake - New Case,2026-05-01T00:00:00.000,39.120245743098,-84.5168683191829
3355 QUEEN CITY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - Duplicate Complaint,2026-05-01T00:00:00.000,39.1403490109774,-84.6115714660845
417 SOUTHVIEW AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-05-01T00:00:00.000,39.1271142490033,-84.5271072344491
943 ROSEMONT AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Litter,  private property",New,2026-05-01T00:00:00.000,39.1099432422319,-84.583670024587
3999 GILMORE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-05-01T00:00:00.000,39.1513571893545,-84.4296708833847
1661 DEWEY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Litter,  private property",New,2026-05-01T00:00:00.000,39.1194518600631,-84.5821078439337
9 SUMMIT AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-05-01T00:00:00.000,39.1087018227871,-84.5586263629373
711 STEINER AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Litter,  private property",New,2026-05-01T00:00:00.000,39.091227178756,-84.5698470964237
1911 BAYMILLER ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Case Voided,2026-05-01T00:00:00.000,39.1177360103165,-84.529273041453
32 COLERAIN AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - Duplicate Complaint,2026-05-01T00:00:00.000,39.1381455721529,-84.5374899604602
1912 BAYMILLER ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-05-01T00:00:00.000,39.1177132803928,-84.5288458013344
37 WOODLAWN AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Citation Issued,2026-05-01T00:00:00.000,39.1115784852694,-84.5670441605653
953 WELLS ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Litter,  private property",New,2026-05-01T00:00:00.000,39.1092429841839,-84.5695664753
6224 BEECHVIEW CIR,Cincinnati,OH,Hamilton,Code Enforcement - Barricading Buildings,BARRICADE RESIDENTIAL,Notice of Intent Issued to Owner,2026-05-01T00:00:00.000,39.1853452448708,-84.4174030976901
318 W MCMICKEN AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-05-01T00:00:00.000,39.1209269716179,-84.5255221581764
29 CALVIN CLIFF ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Intake - New Case,2026-05-01T00:00:00.000,39.1189771455053,-84.4864841817782
2917 QUEEN CITY AV,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Closed,2026-05-01T00:00:00.000,39.1344606432371,-84.598720758124
2314 UPLAND PL,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-01T00:00:00.000,39.1228809858475,-84.4822366758678
4919 EBERSOLE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - Transferred to another Agency,2026-04-30T00:00:00.000,39.1601523817765,-84.3961081255542
5 ROSEMONT AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Dumping, prv prop <2500 sq ft",Closed - Duplicate Complaint,2026-04-30T00:00:00.000,39.1101146315786,-84.5836081238374
1117 YALE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-30T00:00:00.000,39.1286767394205,-84.4850657081656
387 ELBERON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-30T00:00:00.000,39.0967472749489,-84.5658541530333
571 WILKINSON ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-30T00:00:00.000,39.1234596315521,-84.4989156545938
4945 SHIRLEY PL,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-30T00:00:00.000,39.1265159826857,-84.6030780205738
583 TRENTON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Intake - New Case,2026-04-30T00:00:00.000,39.1028269500698,-84.5910093456345
2234 RAVINE ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-30T00:00:00.000,39.1237683291496,-84.525900163303
4247 FERGUS ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,TREE ON PRIV PROP STANDARD,Intake - New Case,2026-04-30T00:00:00.000,39.1648072971825,-84.5363860607495
677 STATE AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Closed,2026-04-30T00:00:00.000,39.1033109746045,-84.5539674399545
7875 READING RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-30T00:00:00.000,39.2056586131828,-84.4531781605817
414 ELBERON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-30T00:00:00.000,39.0979653018832,-84.566238849863
E MCMICKEN AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Citation Issued,2026-04-30T00:00:00.000,39.1152157577735,-84.5148979459515
5466 BEECHMONT AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-30T00:00:00.000,39.1050218949718,-84.3916965661165
5715 PEARTON CT,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Closed,2026-04-30T00:00:00.000,39.1938431194154,-84.5348912938378
3175 FERNCREST CT,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-30T00:00:00.000,39.1458303190427,-84.5836685483613
25 W NORTH BEND RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-30T00:00:00.000,39.2032724637636,-84.5600389503573
36 PARKSON PL,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - No Violation,2026-04-30T00:00:00.000,39.1112558281859,-84.559406153009
6325 ESTE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Citation Issued,2026-04-30T00:00:00.000,39.1939735489662,-84.4914458308627
1415 APJONES ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-30T00:00:00.000,39.1647674129079,-84.5349032057767
6633 DALY RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-30T00:00:00.000,39.2105467041857,-84.5318909683203
38 SPRINGBROOK DR,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Intake - New Case,2026-04-30T00:00:00.000,39.2117446930998,-84.5268315337802
2924 UTOPIA PL,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-30T00:00:00.000,39.1336781407394,-84.4328776520081
23 ASHLAND AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - No Violation,2026-04-30T00:00:00.000,39.1235923182996,-84.4838397854846
5469 KIRBY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Citation Issued,2026-04-30T00:00:00.000,39.1912034723031,-84.5672269796717
869 ACADEMY AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-30T00:00:00.000,39.1091226689725,-84.5793556622071
4164 DANE AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-30T00:00:00.000,39.1626773270148,-84.5328742090411
2138 RAVINE ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-30T00:00:00.000,39.1225965362261,-84.5258487781219
3441 HALLWOOD PL,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-30T00:00:00.000,39.1417735653636,-84.4970805325237
2925 ERIE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-30T00:00:00.000,39.1384323794396,-84.4343342931302
3927 OLD LUDLOW AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Intake - New Case,2026-04-30T00:00:00.000,39.1579647922004,-84.5389639787418
1836 SUNNYBROOK DR,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-30T00:00:00.000,39.2073517421873,-84.4540724228759
2456 SATURN ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-30T00:00:00.000,39.1289993552333,-84.5605322913388
3439 PLEASANT VIEW AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-30T00:00:00.000,39.1416956691201,-84.4783976208304
60 GLADE AV,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Orders Issued,2026-04-30T00:00:00.000,39.0809634877535,-84.390922964224
3213 VINE ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-30T00:00:00.000,39.1384364138497,-84.5098151743449
4247 FLORIDA AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-30T00:00:00.000,39.1669910443848,-84.5477494323828
16 SPRINGBROOK DR,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Intake - New Case,2026-04-30T00:00:00.000,39.2117394497117,-84.526817261641
429 WILKINSON ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-30T00:00:00.000,39.1232965422564,-84.4992953249992
1188 HOMESIDE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-30T00:00:00.000,39.2001585273837,-84.5388685927062
3328 WALWORTH AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Intake - New Case,2026-04-30T00:00:00.000,39.1181565166259,-84.4417264908883
963 ELBERON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-30T00:00:00.000,39.1092434485112,-84.5656924044718
34 FRANCIS LN,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - Duplicate Complaint,2026-04-30T00:00:00.000,39.1189355206175,-84.4863490365274
394 ELBERON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - Duplicate Complaint,2026-04-30T00:00:00.000,39.0972609752811,-84.5656930130966
4222 GLENWAY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - No Violation,2026-04-30T00:00:00.000,39.1140840311628,-84.5840183212862
2831 INVERNESS PL,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-30T00:00:00.000,39.148992253698,-84.4380918737221
5212 RAVENNA ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-30T00:00:00.000,39.1630900371961,-84.3938062098778
4568 HAMILTON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-30T00:00:00.000,39.1719820846749,-84.5431811556084
4 STRAIGHT ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-30T00:00:00.000,39.1301877915187,-84.5263002054057
47 HEIS TER,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-30T00:00:00.000,39.0812344451333,-84.3933333040698
3433 BASSETT RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Intake - New Case,2026-04-30T00:00:00.000,39.10090560425,-84.5679923875313
1586 CREST HILL AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Citation Issued,2026-04-30T00:00:00.000,39.2050023339394,-84.4605019125423
2838 HARRISON AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-30T00:00:00.000,39.1438414356198,-84.5933013927596
383 ELBERON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - Duplicate Complaint,2026-04-30T00:00:00.000,39.0965399337481,-84.5656224989301
34 E CLIFTON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Citation Issued,2026-04-30T00:00:00.000,39.1177157773039,-84.5162704706939
1795 WESTWOOD AV,Cincinnati,OH,Hamilton,Abandoned Vehicle Code Enforcement,JUNK VEH ON PRIVATE PROP,Orders Issued,2026-04-30T00:00:00.000,39.1251538635249,-84.5576271091165
17 LOGAN ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-30T00:00:00.000,39.1149080435119,-84.5207411941227
1631 WALNUT ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Litter,  private property",New,2026-04-30T00:00:00.000,39.1135196914339,-84.5145144577413
1642 JONATHAN AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-30T00:00:00.000,39.1428064180003,-84.4726838803143
42 FEHR RD,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-30T00:00:00.000,39.0996470415057,-84.5908337593778
3414 WOODBURN AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Orders Issued,2026-04-30T00:00:00.000,39.1412522816507,-84.4755708974656
1527 DIXMONT AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-30T00:00:00.000,39.1373066190875,-84.4785844482089
757 RIDGEWAY AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-30T00:00:00.000,39.1388600735453,-84.4924309332829
2323 BEECHMONT AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-30T00:00:00.000,39.0970902202093,-84.3875148872915
522 ELBERON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-30T00:00:00.000,39.1012873326775,-84.5661460921695
29 HARRISON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Citation Issued,2026-04-30T00:00:00.000,39.1333471816997,-84.5688407313211
8429 CURZON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - No Violation,2026-04-30T00:00:00.000,39.2162766521098,-84.4640257474108
2466 SCULLY ST,Cincinnati,OH,Hamilton,Abandoned Vehicle Code Enforcement,JUNK VEH ON PRIVATE PROP,Orders Issued,2026-04-30T00:00:00.000,39.1290850254104,-84.5594205581412
711 ELBERON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-30T00:00:00.000,39.1045345627888,-84.5665516592399
5 OAK ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,TREE ON PRIV PROP STANDARD,Closed,2026-04-30T00:00:00.000,39.1298328024684,-84.4917978615382
7454 GRACELY DR,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - Duplicate Complaint,2026-04-30T00:00:00.000,39.1294553249283,-84.7047273042679
1 ELBERON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-30T00:00:00.000,39.1040763688957,-84.5668342849489
3545 PEMBROKE AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Closed,2026-04-30T00:00:00.000,39.1417220540162,-84.4173278180168
474 ELBERON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-30T00:00:00.000,39.0998249925116,-84.566371014129
1711 FAIRMOUNT AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - Duplicate Complaint,2026-04-30T00:00:00.000,39.1293875784412,-84.5502545123657
1781 BALTIMORE AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Orders Issued,2026-04-30T00:00:00.000,39.1340436849906,-84.5540752925936
1646 JONATHAN AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Intake - New Case,2026-04-30T00:00:00.000,39.1427689014836,-84.4724676991169
975 ELBERON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-30T00:00:00.000,39.1096859495763,-84.5656736738434
7685 READING RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-30T00:00:00.000,39.2013660597832,-84.4569343348721
2 DELTA AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - Duplicate Complaint,2026-04-30T00:00:00.000,39.1273604888556,-84.432125757045
32 WALWORTH AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Intake - New Case,2026-04-30T00:00:00.000,39.1188730723693,-84.4433785684945
965 ELBERON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-30T00:00:00.000,39.1093748917464,-84.5657138902261
4923 RALPH AV,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Intake - New Case,2026-04-29T00:00:00.000,39.1200990397984,-84.6017896411414
1229 FAIRBANKS AV,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Orders Issued,2026-04-29T00:00:00.000,39.1146069721831,-84.56801098292
6 CRAFT ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-29T00:00:00.000,39.1787805997054,-84.5094624028676
22 SELIM AV,Cincinnati,OH,Hamilton,Code Enforcement - Barricading Buildings,BARRICADE RESIDENTIAL,Closed,2026-04-29T00:00:00.000,39.1244814299095,-84.5512503235547
